Tiramisu,1 saladier, 1 fouet, 1 réfrigérateur, 1 plat à gratirn, 1 robot pâtissier, 1 balance de cuisine"
Côtelettes d'agneau,4 côtelettes d'agneau, 60 ml de vin blanc, 1 c. à soupe de thym frais haché,80 ml de crème fraîche épaisse,4 gousses d'ail écrasées,2 c. à soupe d'huile"
